	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
495	18	22305745	22509040	RP11-449D8.5	ENSG00000266573
496	13	42020193	42020261	AL354833.2	ENSG00000263928
497	13	42024148	42024235	AL354833.3	ENSG00000264042
498	13	42142422	42142531	MIR5006	ENSG00000264190
499	13	42381813	42382108	RN7SL515P	ENSG00000241406
500	13	42479254	42479360	RNU6-74P	ENSG00000206962
501	18	22513451	22567646	RP11-958F21.1	ENSG00000264345
502	13	42499734	42501485	KARSP1	ENSG00000229696
503	18	22596398	22597168	WBP2P1	ENSG00000229248
504	13	42577566	42577773	RPS28P8	ENSG00000226093
505	13	42617863	42618383	RP11-187A9.3	ENSG00000231530
506	18	22635564	22636724	RP11-958F21.3	ENSG00000265552
507	13	42643068	42645229	MAPK6PS3	ENSG00000237263
508	18	22882090	22882920	CTD-2006O16.2	ENSG00000264434
509	13	42747126	42747223	AL139328.1	ENSG00000265679
510	18	23398200	23398496	RN7SL97P	ENSG00000242216
511	13	42755601	42756057	CHCHD2P11	ENSG00000270809
512	18	23533180	23533432	RP11-737G21.1	ENSG00000264193
513	13	42830009	42830711	FHP1	ENSG00000234213
514	18	23678803	23679190	RPS24P18	ENSG00000243925
516	13	42943374	42943793	FABP3P2	ENSG00000233259
517	18	23749724	23751313	DHFRP1	ENSG00000188985
518	13	43384502	43386698	LINC01050	ENSG00000271216
519	13	43416550	43417023	LINC00428	ENSG00000229546
520	18	23784833	23785868	NPM1P2	ENSG00000266227
521	13	43507994	43509028	ZDHHC4P1	ENSG00000238025
522	21	14741931	14745386	AL050302.1	ENSG00000256715
523	18	23835662	23836319	FAM60BP	ENSG00000263829
524	13	43732767	43733602	LINC00400	ENSG00000229928
525	13	43968661	43968961	RPL36P19	ENSG00000232540
526	18	23845973	23847373	RP11-25D3.1	ENSG00000266237
527	13	44032601	44033259	ENOX1-AS2	ENSG00000238189
528	18	23879079	23879219	U3	ENSG00000252921
529	13	44118054	44122192	ENOX1-AS1	ENSG00000233821
530	18	23928311	23928968	RP11-107K17.2	ENSG00000264911
531	13	44361727	44361988	RP11-168P13.1	ENSG00000270522
532	18	23946265	23946370	RNU6-1289P	ENSG00000207160
533	18	24002959	24006065	RP11-107K17.1	ENSG00000263862
534	21	14982498	15013906	POTED	ENSG00000166351
535	18	24166678	24166762	AC090206.1	ENSG00000252846
536	13	44482850	44604597	LINC00284	ENSG00000233725
537	18	24179372	24180302	CIAPIN1P	ENSG00000263846
539	21	15051621	15053459	AL050303.1	ENSG00000269011
540	18	24235706	24770662	AQP4-AS1	ENSG00000260372
541	13	44542560	44545335	DGKZP1	ENSG00000179611
542	18	13217497	13652754	LDLRAD4	ENSG00000168675
543	13	44680514	44711372	LINC00390	ENSG00000226519
544	13	44716682	44813010	SMIM2-AS1	ENSG00000227258
545	18	24267585	24283602	U3	ENSG00000265369
546	13	44720606	44732358	SMIM2-IT1	ENSG00000235285
547	18	24268075	24269632	RP11-17A19.2	ENSG00000263677
548	13	44808254	44817328	RP11-478K15.6	ENSG00000230731
549	18	24402777	24403943	RP11-552O4.1	ENSG00000263382
550	13	44974386	44980120	LINC01071	ENSG00000237361
551	18	24411484	24412396	RP11-552O4.2	ENSG00000266184
552	18	24532165	24532522	RP11-526I8.2	ENSG00000266549
553	13	45011343	45026963	RP11-71C5.2	ENSG00000225727
554	18	24805706	24827152	RP11-57J16.1	ENSG00000265374
556	13	45168994	45170218	SMARCE1P5	ENSG00000230793
557	21	15481134	15583166	LIPI	ENSG00000188992
558	13	45202705	45202809	snoU13	ENSG00000238932
559	13	45225948	45275152	LINC00407	ENSG00000237585
560	13	45373639	45383766	LINC00330	ENSG00000235097
561	13	45556212	45657260	RP11-321C24.1	ENSG00000223732
562	13	45576285	45576580	RN7SL49P	ENSG00000265802
563	13	45634864	45635221	RN7SKP3	ENSG00000223341
564	13	45697228	45697549	7SK	ENSG00000271818
565	13	45711997	45712100	RNU6-69P	ENSG00000252055
566	13	45837825	45838050	RP11-290D2.5	ENSG00000270381
567	13	45874149	45874235	AL138963.1	ENSG00000221163
568	13	45910449	45910582	SNORA31	ENSG00000253051
569	13	45911615	45911744	SNORA31	ENSG00000199477
570	13	45914174	45915318	RP11-290D2.6	ENSG00000273149
571	21	15588451	15600693	RBM11	ENSG00000185272
572	15	22368478	22369561	OR4M2	ENSG00000182974
573	21	26212864	26430059	AP000235.2	ENSG00000226983
575	15	22382382	22383507	OR4N4	ENSG00000183706
576	13	45915480	45965872	TPT1-AS1	ENSG00000170919
577	21	26258990	26275070	AP000402.3	ENSG00000227090
578	21	26310745	26365129	AP000146.2	ENSG00000230379
579	15	22448382	22448819	IGHV1OR15-1	ENSG00000270505
580	15	22456895	22460351	AC010760.1	ENSG00000269182
581	15	22472918	22473353	IGHV4OR15-8	ENSG00000259261
582	21	26403318	26403842	AP001342.1	ENSG00000237444
583	21	26427848	26442219	AP000235.3	ENSG00000244278
584	21	15743436	15755805	HSPA13	ENSG00000155304
586	13	45924458	45925485	RP11-290D2.3	ENSG00000228886
587	13	45964486	45965402	RCN1P2	ENSG00000214455
588	13	45992297	45994506	SLC25A30-AS1	ENSG00000251015
589	13	46010256	46010795	PPIAP25	ENSG00000229303
590	13	46125620	46125738	RNA5SP27	ENSG00000200709
591	15	22736246	22746002	GOLGA6L1	ENSG00000197414
592	13	46126998	46127271	TIMM9P3	ENSG00000232786
593	13	46245980	46246526	COX4I1P2	ENSG00000228869
594	13	46255225	46256554	LINC01055	ENSG00000235366
595	21	26467335	26475983	7SK	ENSG00000232512
596	13	46261683	46262604	AKR1B1P4	ENSG00000237876
598	21	26499782	26507561	AP000233.3	ENSG00000223870
599	13	46626941	46687467	CPB2-AS1	ENSG00000235903
600	21	26541745	26706139	AP000233.4	ENSG00000222042
601	21	26574521	26574629	RNA5SP489	ENSG00000238627
602	13	46743594	46743883	RN7SL288P	ENSG00000240767
603	13	46809805	46809908	snoU13	ENSG00000238483
604	13	46824077	46824348	RN7SKP5	ENSG00000252854
605	13	46844212	46844752	FAM206BP	ENSG00000251106
606	13	46870580	46871979	LINC00563	ENSG00000261097
607	13	46948536	46948725	RNU2-6P	ENSG00000223336
608	13	46984589	46984692	RNU6-68P	ENSG00000252385
609	15	49398268	49447858	COPS2	ENSG00000166200
610	21	15857549	15955723	SAMSN1	ENSG00000155307
611	13	46917102	47012325	PPP1R2P4	ENSG00000241353
613	21	15964251	16031142	AF165138.7	ENSG00000243440
614	13	47029270	47060641	RP11-189B4.6	ENSG00000231817
615	13	47034744	47035256	OR7E101P	ENSG00000227019
616	13	47064997	47065397	COX17P1	ENSG00000205105
618	13	47079253	47079571	FKBP1AP3	ENSG00000230243
619	13	47426278	47430434	HTR2A-AS1	ENSG00000224517
620	13	47881217	47881436	GNG5P5	ENSG00000234590
621	13	48033078	48033369	RN7SL700P	ENSG00000244521
622	13	48337595	48338741	NAP1L4P3	ENSG00000234145
623	13	48340775	48341220	RPL27AP8	ENSG00000229423
625	13	48399465	48410091	RP11-279N8.1	ENSG00000228573
626	15	22833395	22873892	TUBGCP5	ENSG00000153575
627	13	48479464	48481492	LINC00444	ENSG00000234689
628	13	48504290	48506757	LINC00562	ENSG00000260388
629	13	48575525	48576688	SUCLA2-AS1	ENSG00000227848
631	13	48651273	48654127	MED4-AS1	ENSG00000229111
634	13	48708494	48708670	POLR2KP2	ENSG00000224510
636	13	48870649	48877797	LINC00441	ENSG00000231473
637	18	24916343	25175128	RP11-739N10.1	ENSG00000264151
638	13	48890999	48894611	PPP1R26P1	ENSG00000238086
639	13	48902220	48902700	PCNPP5	ENSG00000177197
640	13	49144775	49147453	LINC01077	ENSG00000233456
641	21	16333556	16437321	NRIP1	ENSG00000180530
642	13	49151110	49152224	LINC00462	ENSG00000233610
643	18	24923216	24926074	RP11-26N15.2	ENSG00000264790
644	13	49326225	49326292	AL137118.1	ENSG00000222391
645	13	49345264	49345965	PSME2P2	ENSG00000225131
646	18	24935370	24935728	UBA52P9	ENSG00000244329
647	13	49504256	49504348	AL161421.1	ENSG00000265585
648	13	49562051	49562153	RNU6-60P	ENSG00000201662
649	18	24977916	24981868	RP11-612A1.1	ENSG00000263611
650	13	49618215	49620930	RAD17P2	ENSG00000223724
651	18	24998848	25000399	RBM22P1	ENSG00000265097
652	13	49669527	49669628	RNY3P2	ENSG00000199788
653	13	49761615	49761806	COX7CP1	ENSG00000235957
654	18	25032478	25033621	PA2G4P3	ENSG00000263405
655	13	49784558	49786430	OGFOD1P1	ENSG00000231665
656	18	25534483	25543651	AC015933.2	ENSG00000227279
657	13	50063106	50063500	SNRPGP14	ENSG00000236577
658	15	41028082	41048049	RMDN3	ENSG00000137824
659	18	26231696	26233172	ARIH2P1	ENSG00000266296
660	13	50194450	50194784	RP11-432M24.4	ENSG00000176882
662	18	26365032	26369224	RP11-510D21.1	ENSG00000265994
663	13	50243040	50243254	AL135901.1	ENSG00000203547
664	18	26404616	26404790	RP11-510D21.2	ENSG00000271238
665	13	50463770	50463864	RNY4P30	ENSG00000222148
666	13	50464727	50467134	CTAGE10P	ENSG00000181358
667	18	26628584	26628683	RNU6-408P	ENSG00000251719
668	18	26675539	26675643	AC090349.1	ENSG00000265730
669	13	50482770	50482866	RNY4P9	ENSG00000200064
670	18	26776406	26776492	AC105245.1	ENSG00000212085
671	13	50526670	50526750	AL136123.1	ENSG00000264526
672	13	50570551	50570637	MIR3613	ENSG00000264864
673	18	26836782	26837025	CTD-2515C13.1	ENSG00000266479
674	15	62929371	62937490	RP11-625H11.1	ENSG00000259458
675	18	26858474	26941928	CTD-2515C13.2	ENSG00000265980
676	18	27063293	27063388	AC091321.1	ENSG00000221731
677	18	27098224	27128206	RP11-784B15.1	ENSG00000264587
678	18	28293241	28294252	RP11-675P14.1	ENSG00000266196
679	18	28534786	28560883	RP11-25I11.1	ENSG00000265670
680	18	28564072	28564181	RNU6-857P	ENSG00000251702
681	18	28638806	28639359	RP11-408H20.1	ENSG00000261521
682	13	50601269	50699856	DLEU2	ENSG00000231607
683	18	28652470	28652573	snoU13	ENSG00000238376
684	21	26711319	26711413	AP001340.1	ENSG00000238660
685	18	28681551	28742752	RP11-408H20.2	ENSG00000265888
686	21	26734135	26734745	RPL13AP7	ENSG00000213885
687	18	28711419	28712457	RP11-408H20.3	ENSG00000263698
688	21	26758133	26804013	LINC00158	ENSG00000185433
689	18	28923331	29006951	RP11-534N16.1	ENSG00000266729
690	21	26842421	26842513	snoU13	ENSG00000238314
691	21	26887785	26890650	AP000221.1	ENSG00000229962
692	13	50623109	50623197	MIR16-1	ENSG00000208006
693	18	28925325	28925430	RNU6-167P	ENSG00000207019
694	13	50673467	50674004	RPL18P10	ENSG00000214359
695	21	26934221	26947480	MIR155HG	ENSG00000234883
696	18	28962280	28962393	Y_RNA	ENSG00000207240
697	18	29076608	29077158	RP11-650P15.1	ENSG00000266521
698	13	50746225	50747317	ST13P4	ENSG00000232150
699	21	26955082	26955638	LINC00515	ENSG00000260583
700	18	29122109	29136874	RP11-75N4.2	ENSG00000264859
701	21	27015801	27016528	RNGTTP1	ENSG00000237731
702	13	50935546	50935899	RPL34P26	ENSG00000223676
703	21	27064492	27064866	FDX1P2	ENSG00000227054
705	18	29249252	29249341	RNU6-1002P	ENSG00000252379
706	13	50937284	50937373	AL138696.1	ENSG00000221198
707	21	27135249	27135644	AP000226.9	ENSG00000235514
708	13	51095069	51101585	RP11-175B12.2	ENSG00000229323
709	18	29265618	29266786	RP11-549B18.1	ENSG00000259985
710	18	29298856	29299171	RN7SKP44	ENSG00000200472
711	15	41056218	41059906	GCHFR	ENSG00000137880
712	18	29304161	29306919	LRRC37A7P	ENSG00000265158
713	21	27306373	27315001	AP001442.2	ENSG00000233783
714	18	29306006	29306360	RP11-549B18.3	ENSG00000263772
715	13	51381992	51423190	DLEU7-AS1	ENSG00000237152
716	21	27315359	27315460	RNU6-123P	ENSG00000251972
717	18	29424351	29425141	RP11-210K20.2	ENSG00000263924
718	13	51387124	51387242	RNA5SP28	ENSG00000200711
719	21	27530409	27548142	AP001439.2	ENSG00000224541
720	18	29462583	29462865	RP11-210K20.3	ENSG00000270518
721	18	29464821	29465106	RP11-210K20.4	ENSG00000270879
722	21	27543189	27589700	AP000230.1	ENSG00000273492
723	18	29517496	29517602	RNU6-1050P	ENSG00000222320
724	13	51450822	51484848	RNASEH2B-AS1	ENSG00000233672
725	18	29522538	29524119	RP11-326K13.4	ENSG00000263823
726	21	27563026	27563132	RNU6-926P	ENSG00000206802
727	18	29542141	29543581	PGDP1	ENSG00000265273
728	21	27722099	27722953	AP001595.1	ENSG00000229025
729	18	29546923	29547508	RP11-326K13.2	ENSG00000266105
730	21	27750871	27844017	AP001596.6	ENSG00000232692
731	18	29598792	29691742	RP11-53I6.2	ENSG00000263917
732	18	29640868	29640952	AC009831.1	ENSG00000265063
733	18	29655848	29656235	RP11-53I6.1	ENSG00000214917
734	18	29671258	29672082	RP11-53I6.3	ENSG00000265008
735	18	29674467	29674569	snoU13	ENSG00000238982
737	18	29702363	29704441	RP11-53I6.4	ENSG00000263393
738	18	29756013	29756131	RNA5SP453	ENSG00000199373
739	18	29775989	29776929	RP11-53I6.5	ENSG00000265279
740	18	29825909	29828995	RP11-344B2.3	ENSG00000263904
741	18	29843098	29843201	Y_RNA	ENSG00000222395
742	18	29867400	29870303	RP11-344B2.2	ENSG00000264982
743	18	29991471	29993167	HNRNPA1P7	ENSG00000215492
744	18	30091626	30094597	WBP11P1	ENSG00000260389
745	15	41060067	41099675	DNAJC17	ENSG00000104129
746	18	30106105	30106185	AC009835.1	ENSG00000221621
747	18	13663346	13726662	FAM210A	ENSG00000177150
748	18	30161491	30162791	RP11-386P4.1	ENSG00000263688
749	13	51568647	51654998	GUCY1B2	ENSG00000123201
750	21	17102344	17252377	USP25	ENSG00000155313
751	21	27765954	27941571	AP001597.1	ENSG00000197934
752	21	27832222	27832533	KB-1466C5.1	ENSG00000273115
753	21	28261695	28312061	AP001601.2	ENSG00000223563
754	21	28326280	28326362	MIR4759	ENSG00000266133
755	21	28515663	28516268	GPX1P2	ENSG00000215326
756	21	28731204	28820898	AP001604.3	ENSG00000231236
757	21	28733483	28768106	AP001605.4	ENSG00000236332
758	13	51601883	51601988	RNA5SP29	ENSG00000222920
759	13	51656984	51746524	LINC00371	ENSG00000226792
760	13	51735859	51736493	RPL5P31	ENSG00000214878
761	13	51770017	51770217	SLMO2P2	ENSG00000271242
763	13	51922703	51922775	MIR5693	ENSG00000266072
764	13	51935701	51936371	RP11-24B19.4	ENSG00000269965
765	13	51936795	51937579	RP11-24B19.3	ENSG00000270101
766	18	44259081	44339220	ST8SIA5	ENSG00000101638
767	13	52026503	52126500	INTS6-AS1	ENSG00000236778
768	21	18811208	18821503	C21orf37	ENSG00000232560
771	13	52028300	52035451	RPS4XP16	ENSG00000224892
772	13	52043886	52044181	RN7SL320P	ENSG00000243900
773	13	52070156	52070387	SNRPGP11	ENSG00000229906
774	13	52126725	52126803	MIR4703	ENSG00000266611
776	13	52139548	52139645	RNU6-65P	ENSG00000252141
777	13	52160560	52160668	RNY1P6	ENSG00000206920
778	13	52168057	52168351	RN7SL413P	ENSG00000242893
779	13	52172552	52173596	ATP5F1P1	ENSG00000224451
780	13	52378433	52387356	RP11-327P2.5	ENSG00000231856
781	13	52482354	52484757	CTAGE3P	ENSG00000232872
782	13	52540878	52541285	FABP5P2	ENSG00000236044
784	13	52741844	52865692	RP11-248G5.8	ENSG00000217576
790	21	18884700	18965897	CXADR	ENSG00000154639
793	13	52741844	52768600	MRPS31P5	ENSG00000243406
794	18	13726659	13764557	RNMT	ENSG00000101654
796	18	44388353	44500123	PIAS2	ENSG00000078043
797	13	52793479	52908412	TPTE2P2	ENSG00000272281
798	15	49447853	49660066	GALK2	ENSG00000156958
801	21	18965971	18985265	BTG3	ENSG00000154640
802	21	28739333	28740266	EIF4A1P1	ENSG00000233300
803	15	41052795	41053072	SUMO2P15	ENSG00000271236
804	21	28792699	28793342	RPL10P1	ENSG00000217026
805	21	28864437	28864580	NCSTNP1	ENSG00000219592
806	21	29011012	29025810	AP001607.1	ENSG00000234052
807	15	41128006	41136585	RP11-532F12.5	ENSG00000261183
808	15	41062159	41064643	C15orf62	ENSG00000188277
809	20	44165625	44176065	EPPIN-WFDC6	ENSG00000249139
810	21	29094698	29123552	LINC00113	ENSG00000225298
811	15	41167511	41167608	AC025166.1	ENSG00000264256
813	15	41199009	41201540	RP11-540O11.1	ENSG00000251161
814	21	29327240	29357614	AJ006995.3	ENSG00000234083
815	15	41240934	41241067	ISCA1P4	ENSG00000259405
816	21	29385682	29395552	LINC00314	ENSG00000178457
817	15	41291472	41297063	RP11-540O11.6	ENSG00000259617
818	15	41303795	41305498	RP11-540O11.7	ENSG00000259463
819	21	29420733	29509930	AL035610.1	ENSG00000232079
820	15	41309005	41320091	RP11-540O11.4	ENSG00000259521
822	15	41401076	41401376	CYCSP2	ENSG00000259547
823	20	44179792	44207965	WFDC8	ENSG00000158901
824	15	63334831	63364114	TPM1	ENSG00000140416
825	15	41455360	41456572	FAM92A1P1	ENSG00000157021
826	15	41484165	41484463	RN7SL497P	ENSG00000240847
828	20	44236578	44259907	WFDC9	ENSG00000180205
829	21	19161284	19191703	C21orf91	ENSG00000154642
830	15	41576188	41601901	OIP5-AS1	ENSG00000247556
832	18	30359002	30359249	RP11-57G22.1	ENSG00000243355
833	18	30413417	30518280	RP11-746B8.1	ENSG00000263765
834	18	30534039	30537962	RP11-680N20.1	ENSG00000263450
835	18	31132087	31158151	RP11-258B16.1	ENSG00000267642
836	18	31581662	31581763	Y_RNA	ENSG00000199204
837	18	31802929	31804725	RP11-379L18.1	ENSG00000267746
838	18	32153951	32154487	RP11-115P21.1	ENSG00000267585
839	18	32317759	32347627	RP11-138H11.1	ENSG00000268873
840	18	32399910	32399995	AC068506.1	ENSG00000221409
841	18	32860831	32870165	RP11-158H5.7	ENSG00000268573
842	18	32870246	32890730	ZNF271	ENSG00000257267
843	18	32963318	32963989	RP11-322E11.1	ENSG00000239683
844	18	33023833	33047052	RP11-322E11.5	ENSG00000267583
845	18	33175865	33177563	RP11-712P20.2	ENSG00000266965
846	18	33296334	33297942	RP11-873E20.1	ENSG00000267397
847	15	91073157	91188577	CRTC3	ENSG00000140577
848	18	33421723	33422581	NRBF2P1	ENSG00000267797
849	18	33484781	33484889	MIR187	ENSG00000207797
851	18	33514051	33514105	MIR3929	ENSG00000265641
852	15	41099284	41106767	ZFYVE19	ENSG00000166140
853	18	33531766	33546081	RP11-905K4.1	ENSG00000267627
854	18	33759959	33767411	RP11-49I11.1	ENSG00000260552
855	18	33853537	33854562	RP11-49I11.2	ENSG00000267404
856	18	33858698	33859082	RP11-49I11.3	ENSG00000267456
857	20	54967427	54979518	CSTF1	ENSG00000101138
858	18	34222576	34222647	SNORD112	ENSG00000252078
859	18	34481909	34503777	RP11-58G13.1	ENSG00000267039
860	18	34814082	34816205	RP11-95O2.1	ENSG00000267651
861	21	19273580	19639690	CHODL	ENSG00000154645
863	18	34823739	34827179	RP11-95O2.5	ENSG00000267707
864	18	34853669	34856535	RP11-797E24.3	ENSG00000267202
865	18	35237098	35237178	MIR4318	ENSG00000266530
866	18	35252652	35253139	RP11-19F9.1	ENSG00000243516
867	18	36235173	36267962	RP11-687D19.1	ENSG00000268566
868	18	36596011	36596308	RN7SKP182	ENSG00000222704
869	18	36613971	36614074	RNU6-706P	ENSG00000253038
870	13	52908430	52916031	RP13-444H2.1	ENSG00000271564
872	18	36786888	37380282	LINC00669	ENSG00000267374
873	13	52974139	52974234	RNY4P24	ENSG00000199605
874	13	53058296	53058815	LINC00345	ENSG00000235660
875	20	44258165	44259835	WFDC10A	ENSG00000180305
876	18	36914836	36915639	RPL7AP66	ENSG00000175886
877	13	53063128	53073440	RP11-78J21.4	ENSG00000244471
878	15	41635278	41636423	RP11-16O9.2	ENSG00000259396
879	18	37256685	37256743	MIR5583-1	ENSG00000266148
880	15	41740940	41741042	RNU6-1169P	ENSG00000200407
881	15	22892005	23006016	CYFIP1	ENSG00000068793
882	15	41849225	41849633	TCEB1P2	ENSG00000259838
883	18	37258484	37258586	RNU6-1242P	ENSG00000212354
884	18	37421138	37504804	RP11-636O21.1	ENSG00000267413
885	20	44277202	44298909	WFDC11	ENSG00000180083
886	13	53063128	53161222	TPTE2P3	ENSG00000198384
887	15	41901664	41904925	RP11-380D11.2	ENSG00000260926
888	18	37646250	37679197	RP11-653G8.2	ENSG00000261715
889	15	41983783	41983876	MIR626	ENSG00000207766
890	18	37723890	37724468	RPL17P45	ENSG00000267664
891	15	42010568	42010870	RP11-107F6.4	ENSG00000270702
892	18	38052785	38052846	RNU7-145P	ENSG00000238333
893	15	42062954	42064930	RP11-107F6.3	ENSG00000260814
894	15	42117297	42120134	RP11-23P13.4	ENSG00000250379
895	20	44313292	44333658	WFDC10B	ENSG00000182931
897	18	39047395	39212149	RP11-142I20.1	ENSG00000267313
898	21	19641433	19858197	TMPRSS15	ENSG00000154646
899	15	42144111	42144227	RNA5SP393	ENSG00000200293
900	15	42158693	42158749	MIR4310	ENSG00000264850
901	15	78285747	78287631	RP11-114H24.6	ENSG00000259792
902	15	42184991	42190773	RP11-23P13.6	ENSG00000174171
903	20	44330655	44337456	WFDC13	ENSG00000168634
904	15	78330873	78330937	MIR1827	ENSG00000221476
905	15	78383514	78383639	SNORA63	ENSG00000199633
906	18	39369127	39369360	RP11-188I24.1	ENSG00000267652
907	15	42188137	42189031	RP11-23P13.7	ENSG00000272003
908	18	39399018	39399386	AC011225.1	ENSG00000225253
909	15	78433585	78435515	RP11-285A1.1	ENSG00000260988
910	15	42213615	42221081	CTD-2382E5.4	ENSG00000259883
911	20	44350990	44354469	SPINT4	ENSG00000149651
912	18	39669276	39669716	RP11-115N12.1	ENSG00000267088
913	15	42264961	42291292	CTD-2382E5.1	ENSG00000246740
914	15	78542844	78556498	RP11-762H8.3	ENSG00000259708
915	15	42298330	42302315	CTD-2382E5.2	ENSG00000257797
916	15	78573292	78574532	RP11-762H8.4	ENSG00000272418
917	15	78582869	78583563	RP11-762H8.2	ENSG00000259562
919	15	78585628	78588391	RP11-762H8.1	ENSG00000259322
920	15	78674915	78675497	RP11-5O23.1	ENSG00000259413
921	15	78772399	78774162	RP11-650L12.1	ENSG00000259474
922	15	78881465	78883618	RP11-650L12.2	ENSG00000261762
923	18	39739247	40271387	LINC00907	ENSG00000267586
924	15	78918237	78920535	RP11-335K5.2	ENSG00000259555
926	20	2639041	2644865	IDH3B	ENSG00000101365
927	13	53191693	53211581	MRPS31P4	ENSG00000250299
928	15	78952986	79027837	RP11-160C18.2	ENSG00000261303
929	18	44497455	44627658	KATNAL2	ENSG00000167216
930	20	44376583	44420571	WFDC3	ENSG00000124116
931	13	53384179	53384274	MIR759	ENSG00000211579
